,C,H,O,N,C13,S,P,Na,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
532.1097515,24,23,13,1,0,0,0,0,C24H23NO13,0.541666666666667,0.958333333333333,0.0416666666666667,0,NA,531.515592997827,0.484407002172588,0.25,53.175,0,0.393939393939394,14,1,0,CHNO,Lignin,Lignin,Other
532.1101667,27,24,5,3,0,1,1,0,C27H24N3O5SP,0.185185185185185,0.888888888888889,0.111111111111111,0.037037037037037,3,531.516007734211,0.483992265788629,-0.296296296296297,68.7444444444445,0.470588235294118,0.538461538461538,18,13,8,CHNOSP,Other,Lignin,Phytochemical
532.118523,27,23,7,3,0,1,0,0,C27H23N3O7S,0.259259259259259,0.851851851851852,0.111111111111111,0,NA,531.524354703492,0.475645296507878,0.074074074074074,58.1888888888889,0.4375,0.538461538461538,18,11,7,CHNOS,Other,Lignin,Other
532.120736,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.526565232436,0.473434767563504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.1311304,24,28,7,3,0,1,1,0,C24H28N3O7SP,0.291666666666667,1.16666666666667,0.125,0.0416666666666667,3,531.536948025957,0.46305197404331,-0.333333333333333,69.8,0.0833333333333333,0.290322580645161,13,6,1,CHNOSP,Lignin,Lignin,Phytochemical
532.131455,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.537272263505,0.462727736494571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.1459466,25,27,12,1,0,0,0,0,C25H27NO12,0.48,1.08,0.04,0,NA,531.551747682055,0.448252317944593,0,60.3,0,0.333333333333333,13,1,0,CHNO,Lignin,Lignin,Other
532.1463112,25,27,12,1,0,0,0,0,C25H27NO12,0.48,1.08,0.04,0,NA,531.55211187494,0.447888125060217,0,60.3,0,0.333333333333333,13,1,0,CHNO,Lignin,Lignin,Other
532.146712,17,33,12,3,0,0,2,0,C17H33N3O12P2,0.705882352941177,1.94117647058824,0.176470588235294,0.117647058823529,1.5,531.552512227403,0.447487772597128,-0.588235294117647,77.0647058823529,0,0,4,-8,-13,CHNOP,Carbohydrate,Carbohydrate,Amino Sugar
532.167493,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.573270023153,0.426729976847355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.167776,25,32,6,3,0,1,1,0,C25H32N3O6SP,0.24,1.28,0.12,0.04,3,531.573552707152,0.426447292847683,-0.56,76.26,0.0714285714285714,0.235294117647059,12,6,1,CHNOSP,Other,Lignin,Phytochemical
532.1819834,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.587744243043,0.412255756957393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.18234,26,31,11,1,0,0,0,0,C26H31NO11,0.423076923076923,1.19230769230769,0.0384615384615385,0,NA,531.58810044486,0.411899555140167,-0.230769230769231,66.8769230769231,0,0.282051282051282,12,1,0,CHNO,Lignin,Lignin,Other
532.1827925,29,32,3,3,0,1,1,0,C29H32N3O3SP,0.103448275862069,1.10344827586207,0.103448275862069,0.0344827586206897,3,531.588552439594,0.411447560405691,-0.689655172413793,79.9551724137931,0.380952380952381,0.422222222222222,16,13,8,CHNOSP,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical
532.183249,27,35,6,1,0,2,0,0,C27H35NO6S2,0.222222222222222,1.2962962962963,0.037037037037037,0,NA,531.589008429862,0.410991570137639,-0.592592592592593,77.1888888888889,0.111111111111111,0.238095238095238,11,5,2,CHNOS,Other,Lignin,Other
532.516265,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.921652581222,0.0783474187783213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.529209,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.934582127836,0.0654178721642893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.583519,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,531.988831484804,0.0111685151955498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.9398167,17,26,1,0,0,9,0,0,C17H26OS9,0.0588235294117647,1.52941176470588,0,0,NA,532.34473133961,0.655268660390334,-0.352941176470588,70.3588235294118,0,0,5,4,-5,CHOS,Other,Lipid,Other
532.940131,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.345045288659,0.654954711340565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.966461,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.371345888346,0.628654111653759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532.9921225,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.396978734486,0.603021265513917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.029974,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.434787969163,0.56521203083696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.038969,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.443772925266,0.556227074734352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.0573562,23,18,15,0,0,0,0,0,C23H18O15,0.652173913043478,0.782608695652174,0,0,NA,532.462139593954,0.537860406046207,0.521739130434783,45.4304347826087,0,0.483870967741935,15,0,0,CHO,Tannin,Cond Hydrocarbon,Other
533.057672,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.462455041329,0.537544958671219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.0704121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.475180915619,0.524819084380738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.0707833,32,22,2,0,0,3,0,0,C32H22O2S3,0.0625,0.6875,0,0,NA,532.475551701134,0.524448298865877,-0.375,70.9875,0.62962962962963,0.642857142857143,22,20,17,CHOS,Other,Cond Hydrocarbon,Other
533.071146,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.47591399614,0.52408600386002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.0785764,20,22,17,0,0,0,0,0,C20H22O17,0.85,1.1,0,0,NA,532.483336099289,0.516663900711023,0.6,43.2,0,0.130434782608696,10,-7,-7,CHO,Tannin,Tannin,Other
533.078937,23,23,9,2,0,1,1,0,C23H23N2O9SP,0.391304347826087,1,0.0869565217391304,0.0434782608695652,2,532.48369629664,0.516303703360222,-0.0869565217391308,62.7782608695652,0.1,0.379310344827586,14,5,1,CHNOSP,Lignin,Lignin,Phytochemical
533.079233,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.483991966124,0.516008033876346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.085778,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.490529657918,0.509470342081954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.086166,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.490917224674,0.509082775326078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.086942,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.491692358185,0.508307641814667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.087663,31,18,9,0,0,0,0,0,C31H18O9,0.290322580645161,0.580645161290323,0,0,NA,532.49241255311,0.507587446889715,0,60.3,0.636363636363636,0.69811320754717,23,14,14,CHO,Cond Hydrocarbon,Cond Hydrocarbon,Other
533.087947,31,18,9,0,0,0,0,0,C31H18O9,0.290322580645161,0.580645161290323,0,0,NA,532.492696235993,0.507303764006679,0,60.3,0.636363636363636,0.69811320754717,23,14,14,CHO,Cond Hydrocarbon,Cond Hydrocarbon,Other
533.0937319,24,22,14,0,0,0,0,0,C24H22O14,0.583333333333333,0.916666666666667,0,0,NA,532.498474676522,0.501525323477722,0.25,53.175,0,0.411764705882353,14,0,0,CHO,Lignin,Lignin,Other
533.1069142,24,28,6,2,0,1,2,0,C24H28N2O6SP2,0.25,1.16666666666667,0.0833333333333333,0.0833333333333333,1,532.511642257048,0.488357742951621,-0.75,81.675,0.153846153846154,0.3125,13,7,2,CHNOSP,Other,Lignin,Phytochemical
533.1071897,24,28,6,2,0,1,2,0,C24H28N2O6SP2,0.25,1.16666666666667,0.0833333333333333,0.0833333333333333,1,532.511917449423,0.48808255057736,-0.75,81.675,0.153846153846154,0.3125,13,7,2,CHNOSP,Other,Lignin,Phytochemical
533.1146033,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.519322771331,0.480677228669379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.114924,21,26,16,0,0,0,0,0,C21H26O16,0.761904761904762,1.23809523809524,0,0,NA,532.519643113234,0.48035688676589,0.285714285714286,52.1571428571429,0,0.0769230769230769,9,-7,-7,CHO,Tannin,Tannin,Other
533.1152793,24,27,8,2,0,1,1,0,C24H27N2O8SP,0.333333333333333,1.125,0.0833333333333333,0.0416666666666667,2,532.519998016503,0.480001983497004,-0.333333333333333,69.8,0.0833333333333333,0.3125,13,5,1,CHNOSP,Lignin,Lignin,Phytochemical
533.121115,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.525827200308,0.474172799691814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.122442,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.527152718568,0.472847281431882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.122853,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.527563259642,0.472436740358148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1232725,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.527982291224,0.472017708775638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1237937,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.528502909248,0.471497090752223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1244643,24,28,8,2,0,0,2,0,C24H28N2O8P2,0.333333333333333,1.16666666666667,0.0833333333333333,0.0833333333333333,1,532.52917276045,0.47082723955009,-0.666666666666667,79.3,0.0833333333333333,0.3125,13,5,1,CHNOP,Lignin,Lignin,Phytochemical
533.1248402,24,28,8,2,0,0,2,0,C24H28N2O8P2,0.333333333333333,1.16666666666667,0.0833333333333333,0.0833333333333333,1,532.529548240717,0.470451759283378,-0.666666666666667,79.3,0.0833333333333333,0.3125,13,5,1,CHNOP,Lignin,Lignin,Phytochemical
533.125149,33,26,3,0,0,2,0,0,C33H26O3S2,0.0909090909090909,0.787878787878788,0,0,NA,532.529856695908,0.470143304092289,-0.484848484848484,74.1181818181818,0.571428571428571,0.593220338983051,21,18,16,CHOS,Unsat Hydrocarbon,Cond Hydrocarbon,Other
533.1300937,25,26,13,0,0,0,0,0,C25H26O13,0.52,1.04,0,0,NA,532.534795874612,0.465204125388482,0,60.3,0,0.351351351351351,13,0,0,CHO,Lignin,Lignin,Other
533.130464,28,27,5,2,0,1,1,0,C28H27N2O5SP,0.178571428571429,0.964285714285714,0.0714285714285714,0.0357142857142857,2,532.535165761131,0.464834238868775,-0.5,74.55,0.421052631578947,0.488372093023256,17,12,8,CHNOSP,Other,Lignin,Phytochemical
533.1432359,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.547923399914,0.452076600086343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1435255,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.548212676544,0.451787323456301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.157999,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.562670015304,0.43732998469568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1587475,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.563417679523,0.436582320477441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1592827,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.563952281913,0.436047718086684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.15964,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.564309182949,0.435690817050954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1602956,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.5649640509,0.435035949099756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1608233,33,26,7,0,0,0,0,0,C33H26O7,0.212121212121212,0.787878787878788,0,0,NA,532.565491161666,0.434508838334409,-0.363636363636363,70.6636363636364,0.538461538461538,0.593220338983051,21,14,14,CHO,Cond Hydrocarbon,Cond Hydrocarbon,Other
533.1611916,25,32,7,2,0,0,2,0,C25H32N2O7P2,0.28,1.28,0.08,0.08,1,532.565859050419,0.43414094958132,-0.88,85.38,0.0714285714285714,0.257142857142857,12,5,1,CHNOP,Lignin,Lignin,Phytochemical
533.161463,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.566130147371,0.433869852629073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1664353,26,30,12,0,0,0,0,0,C26H30O12,0.461538461538462,1.15384615384615,0,0,NA,532.571096895256,0.428903104743654,-0.230769230769231,66.8769230769231,0,0.3,12,0,0,CHO,Lignin,Lignin,Other
533.1795552,23,35,12,0,0,0,1,0,C23H35O12P,0.521739130434783,1.52173913043478,0,0.0434782608695652,0,532.584202145459,0.415797854541211,-0.695652173913044,80.1260869565217,0,0,7,-5,-6,CHOP,Protein,Protein,Lipid
533.1798824,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.584528980104,0.415471019895676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.1946209,27,35,9,0,0,0,1,0,C27H35O9P,0.333333333333333,1.2962962962963,0,0.037037037037037,0,532.599251022964,0.400748977036415,-0.814814814814815,83.5222222222222,0.0588235294117647,0.255813953488372,11,2,1,CHOP,Lignin,Lignin,Phytochemical
533.1950553,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.599684937909,0.400315062091295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.195485,28,39,4,0,0,2,1,0,C28H39O4S2P,0.142857142857143,1.39285714285714,0,0.0357142857142857,0,532.600114158102,0.399885841898254,-1.14285714285714,92.8714285714286,0.142857142857143,0.217391304347826,10,6,3,CHOSP,Unsat Hydrocarbon,Lignin,Lipid
533.19593,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.600558661211,0.399441338789188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.197099,34,30,6,0,0,0,0,0,C34H30O6,0.176470588235294,0.882352941176471,0,0,NA,532.601726355895,0.398273644105075,-0.529411764705882,75.3882352941176,0.5,0.548387096774194,20,14,14,CHO,Other,Lignin,Other
533.202783,27,34,11,0,0,0,0,0,C27H34O11,0.407407407407407,1.25925925925926,0,0,NA,532.60740400909,0.392595990910195,-0.444444444444445,72.9666666666667,0,0.255813953488372,11,0,0,CHO,Lignin,Lignin,Other
533.203204,20,42,8,2,0,3,0,0,C20H42N2O8S3,0.4,2.1,0.1,0,NA,532.607824538998,0.392175461002466,-0.7,80.25,0,0,1,-7,-12,CHNOS,Other,Protein,Other
533.2154395,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.620046376729,0.379953623271149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.2158416,24,39,11,0,0,0,1,0,C24H39O11P,0.458333333333333,1.625,0,0.0416666666666667,0,532.62044802774,0.379551972259605,-0.916666666666667,86.425,0,0,6,-5,-6,CHOP,Protein,Protein,Lipid
533.216152,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.620758081145,0.379241918855087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.223767,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.628364578168,0.371635421832138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.230648,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.635237894782,0.364762105218119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.231196,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.63578528288,0.364214717119808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.2391128,28,38,10,0,0,0,0,0,C28H38O10,0.357142857142857,1.35714285714286,0,0,NA,532.643693242911,0.356306757089328,-0.642857142857143,78.6214285714286,0,0.217391304347826,10,0,0,CHO,Lignin,Lignin,Other
533.2394431,28,38,10,0,0,0,0,0,C28H38O10,0.357142857142857,1.35714285714286,0,0,NA,532.644023174095,0.355976825905373,-0.642857142857143,78.6214285714286,0,0.217391304347826,10,0,0,CHO,Lignin,Lignin,Other
533.251329,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.655895802193,0.344104197807383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.25207,25,43,10,0,0,0,1,0,C25H43O10P,0.4,1.72,0,0.04,0,532.656635974785,0.343364025214669,-1.12,92.22,0,0,5,-5,-6,CHOP,Protein,Protein,Lipid
533.2755323,29,42,9,0,0,0,0,0,C29H42O9,0.310344827586207,1.44827586206897,0,0,NA,532.680072076571,0.319927923428509,-0.827586206896552,83.8862068965517,0,0.183673469387755,9,0,0,CHO,Lignin,Lignin,Other
533.360217,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.764662216879,0.235337783121054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.515032,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.919304349067,0.0806956509330803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.837211,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.241123601117,0.758876398882649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533.879616,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.283481251315,0.716518748684507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.033087,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.436780884226,0.563219115774132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.0525113,22,17,15,1,0,0,0,0,C22H17NO15,0.681818181818182,0.772727272727273,0.0454545454545455,0,NA,533.456183494879,0.543816505121072,0.727272727272727,39.5727272727273,0,0.481481481481481,15,0,-1,CHNO,Tannin,Cond Hydrocarbon,Other
534.061122,18,33,5,1,0,6,0,0,C18H33NO5S6,0.277777777777778,1.83333333333333,0.0555555555555556,0,NA,533.464784580094,0.535215419905626,-0.444444444444445,72.9666666666667,0,0,3,-2,-9,CHNOS,Lipid,Lipid,Other
534.061463,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.465125199331,0.534874800669286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.08903,23,21,14,1,0,0,0,0,C23H21NO14,0.608695652173913,0.91304347826087,0.0434782608695652,0,NA,533.492661417772,0.507338582227817,0.434782608695652,47.9086956521739,0,0.4,14,0,-1,CHNO,Lignin,Lignin,Other
534.0893618,26,22,6,3,0,1,1,0,C26H22N3O6SP,0.230769230769231,0.846153846153846,0.115384615384615,0.0384615384615385,3,533.492992847281,0.507007152718643,-0.153846153846154,64.6846153846154,0.466666666666667,0.555555555555556,18,12,7,CHNOSP,Other,Lignin,Phytochemical
534.0974205,26,21,8,3,0,1,0,0,C26H21N3O8S,0.307692307692308,0.807692307692308,0.115384615384615,0,NA,533.501042548865,0.49895745113497,0.230769230769231,53.7230769230769,0.428571428571429,0.555555555555556,18,10,6,CHNOS,Cond Hydrocarbon,Lignin,Other
534.1100762,20,25,16,1,0,0,0,0,C20H25NO16,0.8,1.25,0.05,0,NA,533.513684117397,0.486315882602753,0.5,46.05,0,0,9,-7,-8,CHNO,Tannin,Tannin,Other
534.115,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.518602419438,0.481397580561747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.1253389,24,25,13,1,0,0,0,0,C24H25NO13,0.541666666666667,1.04166666666667,0.0416666666666667,0,NA,533.52892977493,0.471070225069866,0.166666666666667,55.55,0,0.333333333333333,13,0,-1,CHNO,Lignin,Lignin,Other
534.1256718,27,26,5,3,0,1,1,0,C27H26N3O5SP,0.185185185185185,0.962962962962963,0.111111111111111,0.037037037037037,3,533.529262303211,0.470737696789001,-0.37037037037037,70.8555555555556,0.411764705882353,0.487179487179487,17,12,7,CHNOSP,Other,Lignin,Phytochemical
534.125983,27,26,5,3,0,1,1,0,C27H26N3O5SP,0.185185185185185,0.962962962962963,0.111111111111111,0.037037037037037,3,533.529573155722,0.470426844277654,-0.37037037037037,70.8555555555556,0.411764705882353,0.487179487179487,17,12,7,CHNOSP,Other,Lignin,Phytochemical
534.127504,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.53109245736,0.46890754263984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.146138,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.549705650469,0.450294349530736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.14656,21,29,15,1,0,0,0,0,C21H29NO15,0.714285714285714,1.38095238095238,0.0476190476190476,0,NA,533.55012717926,0.449872820739643,0.190476190476191,54.8714285714286,0,0,8,-7,-8,CHNO,Other,Tannin,Other
534.1617044,25,29,12,1,0,0,0,0,C25H29NO12,0.48,1.16,0.04,0,NA,533.565254668888,0.434745331112026,-0.0800000000000001,62.58,0,0.277777777777778,12,0,-1,CHNO,Lignin,Lignin,Other
534.162051,28,30,4,3,0,1,1,0,C28H30N3O4SP,0.142857142857143,1.07142857142857,0.107142857142857,0.0357142857142857,3,533.565600881871,0.434399118128681,-0.571428571428571,76.5857142857143,0.368421052631579,0.428571428571429,16,12,7,CHNOSP,Unsat Hydrocarbon,Lignin,Phytochemical
534.1701623,19,39,10,1,0,1,2,0,C19H39NO10SP2,0.526315789473684,2.05263157894737,0.0526315789473684,0.105263157894737,0.5,533.573703124721,0.426296875278695,-1.26315789473684,96.3,0,0,2,-8,-12,CHNOSP,Other,Protein,Lipid
534.1976785,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.601188599887,0.398811400113459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.1985478,29,34,3,3,0,1,1,0,C29H34N3O3SP,0.103448275862069,1.17241379310345,0.103448275862069,0.0344827586206897,3,533.602056929218,0.397943070781594,-0.758620689655173,81.9206896551724,0.333333333333333,0.377777777777778,15,12,7,CHNOSP,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical
534.513564,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.916721379315,0.0832786206848368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.526318,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.929461138085,0.0705388619151108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.5795995,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.982683143486,0.0173168565140713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.5802658,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,533.98334869949,0.0166513005104889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.917043,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.319749851059,0.680250148940672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.963653,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.366307805917,0.633692194083096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.9892138,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.391840064499,0.60815993550068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.0270535,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.429637512352,0.570362487647799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.0364941,22,16,16,0,0,0,0,0,C22H16O16,0.727272727272727,0.727272727272727,0,0,NA,534.439067570894,0.56093242910606,0.727272727272727,39.5727272727273,0,0.5,15,-1,-1,CHO,Tannin,Cond Hydrocarbon,Other
535.0368539,22,16,16,0,0,0,0,0,C22H16O16,0.727272727272727,0.727272727272727,0,0,NA,534.439426969138,0.560573030861974,0.727272727272727,39.5727272727273,0,0.5,15,-1,-1,CHO,Tannin,Cond Hydrocarbon,Other
535.06222,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.464764745124,0.535235254875829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.065671,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.468211891707,0.531788108293313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.0729631,23,20,15,0,0,0,0,0,C23H20O15,0.652173913043478,0.869565217391304,0,0,NA,534.475495849283,0.524504150717235,0.434782608695652,47.9086956521739,0,0.419354838709677,14,-1,-1,CHO,Tannin,Tannin,Other
535.073243,23,20,15,0,0,0,0,0,C23H20O15,0.652173913043478,0.869565217391304,0,0,NA,534.475775436744,0.524224563256098,0.434782608695652,47.9086956521739,0,0.419354838709677,14,-1,-1,CHO,Tannin,Tannin,Other
535.080052,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.482576833754,0.517423166246317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.0860978,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.488615882959,0.51138411704062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.0865079,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.489025525038,0.510974474961927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.086931,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.489448152601,0.510551847399142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.0988117,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.501315586505,0.498684413494857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.099218,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.501721432827,0.498278567173202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.099646,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.502148954918,0.497851045081802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.100083,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.50258546696,0.497414533039887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.1013347,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.503835769301,0.496164230699264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535.1017696,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,534.504270183687,0.495729816312519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
